topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
12924,Genetic Disorders Causing Tissue Mineralization Abnormalities,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,Pseudoxanthoma Elasticum; Arterial Calcification; ABCC6 Mutations; ENPP1 Mutations; TGF-ß1 Mutations; Ectopic Mineralization; Connective Tissue Mineralization; Genetic Heterogeneity; Osteopoikilosis; Camurati-Engelmann Disease,"This cluster of papers focuses on genetic disorders such as Pseudoxanthoma Elasticum, Arterial Calcification, and Osteopoikilosis, caused by mutations in genes like ABCC6, ENPP1, and TGF-ß1. These mutations lead to ectopic mineralization and connective tissue abnormalities, contributing to the understanding of genetic heterogeneity and clinical manifestations of these diseases.",https://en.wikipedia.org/wiki/Pseudoxanthoma_elasticum
12925,Education and Pedagogy Research,3304,Education,33,Social Sciences,2,Social Sciences,Pedagogy; Education; Learning; Family; Research; Teaching; Narrative; Cura; Inclusion; Qualitative,"This cluster of papers covers a wide range of topics related to education, pedagogy, and learning. It includes research on family dynamics, narrative approaches to teaching, inclusive education, qualitative research methods, and the role of emotions in the classroom. The cluster also explores the intersection of education with psychology, sociology, and philosophy.",https://en.wikipedia.org/wiki/Educational_research
12926,Research Methods in Business and Social Sciences,1803,Management Science and Operations Research,18,Decision Sciences,2,Social Sciences,Research Methods; Qualitative Research; Quantitative Research; Leadership; Social Science; Data Collection; Sampling Techniques; Philosophical Pluralism; Knowledge Management; Innovation,"This cluster of papers covers a wide range of research methods, philosophical approaches, and applications in business and social sciences. It includes topics such as qualitative and quantitative research methods, leadership, data collection techniques, sampling strategies, philosophical pluralism, and knowledge management. The cluster also delves into the application of research methods in areas such as entrepreneurship, organizational behavior, and sustainable development.",https://en.wikipedia.org/wiki/Research_methods
12927,Development of Collective Memory in Psychoanalysis and Literature,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,Collective Memory; Psychoanalysis; Literature; Social Memory; Trauma Theory; Narration; Identity; Migration; Historical Studies; Cultural Sociology,"This cluster of papers explores the development of collective memory in psychoanalysis, literature, and cultural sociology. It delves into topics such as trauma theory, social memory, narration, identity, migration, and historical studies. The intersection of psychoanalysis and literature in shaping collective memory is a central theme.",https://en.wikipedia.org/wiki/Collective_memory
12928,Education and Social Sciences in Contemporary Context,3304,Education,33,Social Sciences,2,Social Sciences,Education; Social Sciences; Pedagogy; Cultural Studies; Media Literacy; Youth Development; Ethics; Digital Innovations; Lifelong Learning; Globalization,"This cluster of papers covers a wide range of topics related to education, pedagogy, social sciences, and cultural studies in the contemporary context. It includes discussions on lifelong learning, digital innovations in education, media literacy, youth development, ethics, and the impact of globalization on education and society.",https://en.wikipedia.org/wiki/Education_and_society
12929,Transgenic Animal Research,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,Transgenic Animals; Genetic Modification; Biopharmaceutical Production; Germ Cell Transfer; Livestock Biotechnology; Gene Expression; Animal Welfare; Aquaculture; Genomic Integration; Embryonic Stem Cells,"This cluster of papers explores the advancements in genetic modification and biopharmaceutical production using transgenic animals. It covers topics such as germ cell transfer, livestock biotechnology, gene expression, animal welfare, and the application of transgenesis in aquaculture. The research also delves into genomic integration and the use of embryonic stem cells in transgenic animal production.",https://en.wikipedia.org/wiki/Transgenic_animal
12930,Medical Science and Healthcare,2746,Surgery,27,Medicine,4,Health Sciences,Anaesthesia; Medical Gases; Clinical Leadership; Chemistry; Neurology; Physiology; Thermodynamics; Oxygen Consumption; Cancer Management; Healthcare Reform,"This cluster of papers covers a wide range of topics in medical science and healthcare, including anaesthesia, clinical leadership, chemistry, neurology, physiology, cancer management, healthcare reform, and the use of medical gases. The papers discuss advancements in medical treatments, diagnostic techniques, and healthcare management.",https://en.wikipedia.org/wiki/Medical_science
12931,Physics Education in Indonesian Schools,3304,Education,33,Social Sciences,2,Social Sciences,Physics Education; Student Attitudes; Science Process Skills; E-Module; Motivation; Character Development; Mobile Learning; Teaching Methodologies; STEM Education; Pedagogic Competencies,"This cluster of papers focuses on physics education in Indonesian schools, exploring student attitudes, science process skills, e-module effectiveness, motivation, character development, mobile learning, teaching methodologies, STEM education, and pedagogic competencies.",https://en.wikipedia.org/wiki/Physics_education
12932,Powder Metallurgy and Compaction Processes,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,Powder Metallurgy; Compaction; Sintering; Mechanical Properties; Metal Powders; Finite Element Method; Cold Compaction; Alloying; Friction and Wear; Simulation,"This cluster of papers focuses on powder metallurgy, compaction processes, and mechanical properties of metal powders. It covers topics such as sintering, cold compaction, alloying, friction and wear behavior, and numerical simulation using the finite element method.",https://en.wikipedia.org/wiki/Powder_metallurgy
12933,Franchising in Organizational Strategy and Performance,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,Franchising; Organizational Learning; Chain Performance; Entrepreneurial Strategy; Retail Contracting; International Markets; Trust and Compliance; Multi-Unit Ownership; Knowledge Management; Agency Theory,"This cluster of papers explores the dynamics of franchising, organizational learning, and chain performance, with a focus on entrepreneurial strategies, trust and compliance in franchise relationships, multi-unit ownership, and knowledge management. It delves into the impact of franchising in different markets and the role of agency theory in understanding franchise dynamics.",https://en.wikipedia.org/wiki/Franchising
12934,Evolution and Ecology of Endophyte-Grass Symbiosis,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,Endophyte Symbiosis; Grass-Fungal Interaction; Alkaloid Biosynthesis; Plant Stress Tolerance; Mutualistic Fungi; Symbiotic Symbionts; Host-Endophyte Coevolution; Ecological Consequences; Grassland Ecosystems; Fungal Genetics,"This cluster of papers explores the evolutionary origins, ecological consequences, and molecular mechanisms of endophyte symbiosis with grasses. It investigates the adaptations of endophyte-infected grasses to environmental stresses, the role of alkaloid biosynthesis in plant stress tolerance, and the coevolutionary dynamics between host plants and mutualistic fungi. The research also delves into the impact of endophytic fungi on grassland ecosystems and their potential applications in agriculture.",https://en.wikipedia.org/wiki/Endophyte
